Disease,YEAR,CASRN,ChemicalName,variable,value
Parkinson Disease,2012,12427-38-2,Maneb,Mississippi,0
Parkinson Disease,2013,12427-38-2,Maneb,Mississippi,0
Parkinson Disease,2014,12427-38-2,Maneb,Mississippi,0
Parkinson Disease,1992,137-30-4,Ziram,Mississippi,0
Parkinson Disease,1993,137-30-4,Ziram,Mississippi,0
Parkinson Disease,1994,137-30-4,Ziram,Mississippi,0
Parkinson Disease,1995,137-30-4,Ziram,Mississippi,0
Parkinson Disease,1996,137-30-4,Ziram,Mississippi,0.00124559035442107
Parkinson Disease,1997,137-30-4,Ziram,Mississippi,0.00974735719610259
Parkinson Disease,1998,137-30-4,Ziram,Mississippi,0
Parkinson Disease,1999,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2000,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2001,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2002,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2003,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2004,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2005,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2006,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2007,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2008,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2009,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2010,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2011,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2012,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2013,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2014,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2015,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2016,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2017,137-30-4,Ziram,Mississippi,0
Parkinson Disease,2018,137-30-4,Ziram,Mississippi,0
Parkinson Disease,1992,7440-50-8,Copper,Mississippi,0
Parkinson Disease,1993,7440-50-8,Copper,Mississippi,0.00934246041707778
Parkinson Disease,1994,7440-50-8,Copper,Mississippi,0
Parkinson Disease,1995,7440-50-8,Copper,Mississippi,0.143889660087023
Parkinson Disease,1996,7440-50-8,Copper,Mississippi,0
Parkinson Disease,1997,7440-50-8,Copper,Mississippi,0
Parkinson Disease,1998,7440-50-8,Copper,Mississippi,0
Parkinson Disease,1999,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2000,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2001,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2002,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2003,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2004,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2005,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2006,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2007,7440-50-8,Copper,Mississippi,0.00114436615966486
Parkinson Disease,2008,7440-50-8,Copper,Mississippi,0.000366538136801409
Parkinson Disease,2009,7440-50-8,Copper,Mississippi,0.000332441565936162
Parkinson Disease,2010,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2011,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2012,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2013,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2014,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2015,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2016,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2017,7440-50-8,Copper,Mississippi,0
Parkinson Disease,2018,7440-50-8,Copper,Mississippi,0
Parkinson Disease,1998,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,1999,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2000,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2001,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2002,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2003,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2004,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2005,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2006,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2007,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2008,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2009,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2010,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2011,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2012,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2013,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2014,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2015,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2016,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2017,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,2018,121552-61-2,Cyprodinil,Nebraska,0
Parkinson Disease,1992,12427-38-2,Maneb,Nebraska,0.260349013558285
Parkinson Disease,1993,12427-38-2,Maneb,Nebraska,0.147477429979236
Parkinson Disease,1994,12427-38-2,Maneb,Nebraska,0.161363118600821
Parkinson Disease,1995,12427-38-2,Maneb,Nebraska,0.0157062610246497
Parkinson Disease,1996,12427-38-2,Maneb,Nebraska,0.0736026765083023
Parkinson Disease,1997,12427-38-2,Maneb,Nebraska,0.145394544140907
Parkinson Disease,1998,12427-38-2,Maneb,Nebraska,0.0342699810587569
Parkinson Disease,1999,12427-38-2,Maneb,Nebraska,0.110295314157766
Parkinson Disease,2000,12427-38-2,Maneb,Nebraska,0
Parkinson Disease,2001,12427-38-2,Maneb,Nebraska,0.00256064777749572
Parkinson Disease,2002,12427-38-2,Maneb,Nebraska,0
Parkinson Disease,2003,12427-38-2,Maneb,Nebraska,0
Parkinson Disease,2004,12427-38-2,Maneb,Nebraska,0.062257457707654
Parkinson Disease,2005,12427-38-2,Maneb,Nebraska,0.00224691309809741
Parkinson Disease,2006,12427-38-2,Maneb,Nebraska,0
Parkinson Disease,2007,12427-38-2,Maneb,Nebraska,0.00207507501643527
Parkinson Disease,2008,12427-38-2,Maneb,Nebraska,0.00278325620146713
Parkinson Disease,2009,12427-38-2,Maneb,Nebraska,0.0238151959539943
Parkinson Disease,2010,12427-38-2,Maneb,Nebraska,0.025288837684612
Parkinson Disease,2011,12427-38-2,Maneb,Nebraska,0
Parkinson Disease,2012,12427-38-2,Maneb,Nebraska,0.00872598985894958
Parkinson Disease,2013,12427-38-2,Maneb,Nebraska,0
Parkinson Disease,2014,12427-38-2,Maneb,Nebraska,0
Parkinson Disease,1992,137-30-4,Ziram,Nebraska,0
Parkinson Disease,1993,137-30-4,Ziram,Nebraska,0
Parkinson Disease,1994,137-30-4,Ziram,Nebraska,0
Parkinson Disease,1995,137-30-4,Ziram,Nebraska,0
Parkinson Disease,1996,137-30-4,Ziram,Nebraska,0
Parkinson Disease,1997,137-30-4,Ziram,Nebraska,0
Parkinson Disease,1998,137-30-4,Ziram,Nebraska,0
Parkinson Disease,1999,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2000,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2001,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2002,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2003,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2004,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2005,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2006,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2007,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2008,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2009,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2010,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2011,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2012,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2013,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2014,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2015,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2016,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2017,137-30-4,Ziram,Nebraska,0
Parkinson Disease,2018,137-30-4,Ziram,Nebraska,0
Parkinson Disease,1992,7440-50-8,Copper,Nebraska,0
Parkinson Disease,1993,7440-50-8,Copper,Nebraska,0
Parkinson Disease,1994,7440-50-8,Copper,Nebraska,0
Parkinson Disease,1995,7440-50-8,Copper,Nebraska,0
Parkinson Disease,1996,7440-50-8,Copper,Nebraska,0
Parkinson Disease,1997,7440-50-8,Copper,Nebraska,0
Parkinson Disease,1998,7440-50-8,Copper,Nebraska,0.00461229032824979
Parkinson Disease,1999,7440-50-8,Copper,Nebraska,0
Parkinson Disease,2000,7440-50-8,Copper,Nebraska,7.81082189373377e-06
Parkinson Disease,2001,7440-50-8,Copper,Nebraska,0.013700181601609
Parkinson Disease,2002,7440-50-8,Copper,Nebraska,0.0541524281892562
Parkinson Disease,2003,7440-50-8,Copper,Nebraska,0.0119831025886366
Parkinson Disease,2004,7440-50-8,Copper,Nebraska,0.126325724291005
Parkinson Disease,2005,7440-50-8,Copper,Nebraska,0.0108205919301192
Parkinson Disease,2006,7440-50-8,Copper,Nebraska,0.144928498434581
Parkinson Disease,2007,7440-50-8,Copper,Nebraska,0.0609335233966661
Parkinson Disease,2008,7440-50-8,Copper,Nebraska,0.18828246535575
Parkinson Disease,2009,7440-50-8,Copper,Nebraska,0.251050880995619
Parkinson Disease,2010,7440-50-8,Copper,Nebraska,0.416370831787441
Parkinson Disease,2011,7440-50-8,Copper,Nebraska,0.00805425917608847
Parkinson Disease,2012,7440-50-8,Copper,Nebraska,0.00094380764549283
Parkinson Disease,2013,7440-50-8,Copper,Nebraska,0.083526325724291
Parkinson Disease,2014,7440-50-8,Copper,Nebraska,0.0648740830420548
Parkinson Disease,2015,7440-50-8,Copper,Nebraska,0.0438043909837079
Parkinson Disease,2016,7440-50-8,Copper,Nebraska,0.0148145255251151
Parkinson Disease,2017,7440-50-8,Copper,Nebraska,0.097991967871486
Parkinson Disease,2018,7440-50-8,Copper,Nebraska,0.0439723236544232
Parkinson Disease,1998,121552-61-2,Cyprodinil,New Hampshire,0
Parkinson Disease,1999,121552-61-2,Cyprodinil,New Hampshire,0.00661201331337816
Parkinson Disease,2000,121552-61-2,Cyprodinil,New Hampshire,0.00448991444590882
Parkinson Disease,2001,121552-61-2,Cyprodinil,New Hampshire,0.0097225634954319
Parkinson Disease,2002,121552-61-2,Cyprodinil,New Hampshire,0.00512654410614962
Parkinson Disease,2003,121552-61-2,Cyprodinil,New Hampshire,0.00215560569169254
Parkinson Disease,2004,121552-61-2,Cyprodinil,New Hampshire,0.00154131391426721
Parkinson Disease,2005,121552-61-2,Cyprodinil,New Hampshire,0.00606473518439922
Parkinson Disease,2006,121552-61-2,Cyprodinil,New Hampshire,0.0078294279268211
Parkinson Disease,2007,121552-61-2,Cyprodinil,New Hampshire,0.00180936850805281
Parkinson Disease,2008,121552-61-2,Cyprodinil,New Hampshire,0.0249849219290996
Parkinson Disease,2009,121552-61-2,Cyprodinil,New Hampshire,0.0076954006299283
Parkinson Disease,2010,121552-61-2,Cyprodinil,New Hampshire,0.0073603323876963
Parkinson Disease,2011,121552-61-2,Cyprodinil,New Hampshire,0.0137713047557353
Parkinson Disease,2012,121552-61-2,Cyprodinil,New Hampshire,0.0168371791721581
Parkinson Disease,2013,121552-61-2,Cyprodinil,New Hampshire,0.0124198628453995
Parkinson Disease,2014,121552-61-2,Cyprodinil,New Hampshire,0.0258951906538298
Parkinson Disease,2015,121552-61-2,Cyprodinil,New Hampshire,0.00990126655795564
Parkinson Disease,2016,121552-61-2,Cyprodinil,New Hampshire,0.0101749056224451
Parkinson Disease,2017,121552-61-2,Cyprodinil,New Hampshire,0.0219972301025309
Parkinson Disease,2018,121552-61-2,Cyprodinil,New Hampshire,0.0223769741103938
Parkinson Disease,1992,12427-38-2,Maneb,New Hampshire,0.0363884111063953
Parkinson Disease,1993,12427-38-2,Maneb,New Hampshire,0.00615408671566109
Parkinson Disease,1994,12427-38-2,Maneb,New Hampshire,0.00708110885250296
Parkinson Disease,1995,12427-38-2,Maneb,New Hampshire,0.00400964996537628
Parkinson Disease,1996,12427-38-2,Maneb,New Hampshire,0.0422409364040476
Parkinson Disease,1997,12427-38-2,Maneb,New Hampshire,0.0285422297674626
Parkinson Disease,1998,12427-38-2,Maneb,New Hampshire,0.0161558737462863
Parkinson Disease,1999,12427-38-2,Maneb,New Hampshire,0.0566265329372082
Parkinson Disease,2000,12427-38-2,Maneb,New Hampshire,0
Parkinson Disease,2001,12427-38-2,Maneb,New Hampshire,0.00194339580494561
Parkinson Disease,2002,12427-38-2,Maneb,New Hampshire,0.0815444412178614
Parkinson Disease,2003,12427-38-2,Maneb,New Hampshire,0
Parkinson Disease,2004,12427-38-2,Maneb,New Hampshire,0.0146871579511694
Parkinson Disease,2005,12427-38-2,Maneb,New Hampshire,0.014620144302723
Parkinson Disease,2006,12427-38-2,Maneb,New Hampshire,0.00233430875421628
Parkinson Disease,2007,12427-38-2,Maneb,New Hampshire,0.058731878392566
Parkinson Disease,2008,12427-38-2,Maneb,New Hampshire,0.0138383184041817
Parkinson Disease,2009,12427-38-2,Maneb,New Hampshire,0.0194283735787522
Parkinson Disease,2010,12427-38-2,Maneb,New Hampshire,0
Parkinson Disease,2011,12427-38-2,Maneb,New Hampshire,0
Parkinson Disease,2012,12427-38-2,Maneb,New Hampshire,0
Parkinson Disease,2013,12427-38-2,Maneb,New Hampshire,0
Parkinson Disease,2014,12427-38-2,Maneb,New Hampshire,0
Parkinson Disease,1992,137-30-4,Ziram,New Hampshire,0.0142180624120446
Parkinson Disease,1993,137-30-4,Ziram,New Hampshire,0.000658967543056269
Parkinson Disease,1994,137-30-4,Ziram,New Hampshire,0.0356289230906695
Parkinson Disease,1995,137-30-4,Ziram,New Hampshire,0.180233207496593
Parkinson Disease,1996,137-30-4,Ziram,New Hampshire,0.0675385886925637
Parkinson Disease,1997,137-30-4,Ziram,New Hampshire,0.025593629235821
Parkinson Disease,1998,137-30-4,Ziram,New Hampshire,0.0299662697969487
Parkinson Disease,1999,137-30-4,Ziram,New Hampshire,0.38814305180155
Parkinson Disease,2000,137-30-4,Ziram,New Hampshire,0.169611544217839
Parkinson Disease,2001,137-30-4,Ziram,New Hampshire,0.0519802533115911
Parkinson Disease,2002,137-30-4,Ziram,New Hampshire,0.136328098822794
Parkinson Disease,2003,137-30-4,Ziram,New Hampshire,0.102553220005808
Parkinson Disease,2004,137-30-4,Ziram,New Hampshire,0.200739383921192
Parkinson Disease,2005,137-30-4,Ziram,New Hampshire,0.137255120959635
Parkinson Disease,2006,137-30-4,Ziram,New Hampshire,0.267384457301137
Parkinson Disease,2007,137-30-4,Ziram,New Hampshire,0.225154689838497
Parkinson Disease,2008,137-30-4,Ziram,New Hampshire,0.190162396408068
Parkinson Disease,2009,137-30-4,Ziram,New Hampshire,0.0953939285634508
Parkinson Disease,2010,137-30-4,Ziram,New Hampshire,0.288828824803985
Parkinson Disease,2011,137-30-4,Ziram,New Hampshire,0.113331248464271
Parkinson Disease,2012,137-30-4,Ziram,New Hampshire,0.15593517546407
Parkinson Disease,2013,137-30-4,Ziram,New Hampshire,0.186532490450555
Parkinson Disease,2014,137-30-4,Ziram,New Hampshire,0.012107132485983
Parkinson Disease,2015,137-30-4,Ziram,New Hampshire,0.0273080617419081
Parkinson Disease,2016,137-30-4,Ziram,New Hampshire,0.0253646659369625
Parkinson Disease,2017,137-30-4,Ziram,New Hampshire,0.119597024594009
Parkinson Disease,2018,137-30-4,Ziram,New Hampshire,0.0133357160408337
Parkinson Disease,1992,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,1993,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,1994,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,1995,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,1996,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,1997,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,1998,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,1999,7440-50-8,Copper,New Hampshire,0.0626354234145688
Parkinson Disease,2000,7440-50-8,Copper,New Hampshire,0.0484285299439319
Parkinson Disease,2001,7440-50-8,Copper,New Hampshire,0.110203944870105
Parkinson Disease,2002,7440-50-8,Copper,New Hampshire,0.0622110036410749
Parkinson Disease,2003,7440-50-8,Copper,New Hampshire,0.181472959992852
Parkinson Disease,2004,7440-50-8,Copper,New Hampshire,0.123037058547591
Parkinson Disease,2005,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,2006,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,2007,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,2008,7440-50-8,Copper,New Hampshire,0.0255322000580785
Parkinson Disease,2009,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,2010,7440-50-8,Copper,New Hampshire,0.153852167891527
Parkinson Disease,2011,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,2012,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,2013,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,2014,7440-50-8,Copper,New Hampshire,0.017551991422253
Parkinson Disease,2015,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,2016,7440-50-8,Copper,New Hampshire,0
Parkinson Disease,2017,7440-50-8,Copper,New Hampshire,0.0179596577836353
Parkinson Disease,2018,7440-50-8,Copper,New Hampshire,0.00620993142269976
Parkinson Disease,1998,121552-61-2,Cyprodinil,New York,0
Parkinson Disease,1999,121552-61-2,Cyprodinil,New York,0.0299668299034649
Parkinson Disease,2000,121552-61-2,Cyprodinil,New York,0.0125552348634246
Parkinson Disease,2001,121552-61-2,Cyprodinil,New York,0.0221501802593468
Parkinson Disease,2002,121552-61-2,Cyprodinil,New York,0.0173532380792114
Parkinson Disease,2003,121552-61-2,Cyprodinil,New York,0.0161860988626334
Parkinson Disease,2004,121552-61-2,Cyprodinil,New York,0.0292506308387466
Parkinson Disease,2005,121552-61-2,Cyprodinil,New York,0.0194997132020634
Parkinson Disease,2006,121552-61-2,Cyprodinil,New York,0.00549934778138506
Parkinson Disease,2007,121552-61-2,Cyprodinil,New York,0.0514623511658766
Parkinson Disease,2008,121552-61-2,Cyprodinil,New York,0.190972623794743
Parkinson Disease,2009,121552-61-2,Cyprodinil,New York,0.0401920304763392
Parkinson Disease,2010,121552-61-2,Cyprodinil,New York,0.0797771485600579
Parkinson Disease,2011,121552-61-2,Cyprodinil,New York,0.213623612881567
Parkinson Disease,2012,121552-61-2,Cyprodinil,New York,0.203536346943379
Parkinson Disease,2013,121552-61-2,Cyprodinil,New York,0.121920423599385
Parkinson Disease,2014,121552-61-2,Cyprodinil,New York,0.135797708884497
Parkinson Disease,2015,121552-61-2,Cyprodinil,New York,0.16290080356474
Parkinson Disease,2016,121552-61-2,Cyprodinil,New York,0.176300622806707
Parkinson Disease,2017,121552-61-2,Cyprodinil,New York,0.165965074526083
Parkinson Disease,2018,121552-61-2,Cyprodinil,New York,0.26374481498403
Parkinson Disease,1992,12427-38-2,Maneb,New York,1.01191712802265
Parkinson Disease,1993,12427-38-2,Maneb,New York,1.01154152140204
Parkinson Disease,1994,12427-38-2,Maneb,New York,0.461560057694875
Parkinson Disease,1995,12427-38-2,Maneb,New York,1.02582730541296
Parkinson Disease,1996,12427-38-2,Maneb,New York,1.4569611047673
Parkinson Disease,1997,12427-38-2,Maneb,New York,2.22961469339147
Parkinson Disease,1998,12427-38-2,Maneb,New York,2.10709372361337
Parkinson Disease,1999,12427-38-2,Maneb,New York,1.06567556033823
Parkinson Disease,2000,12427-38-2,Maneb,New York,0.22456501251916
Parkinson Disease,2001,12427-38-2,Maneb,New York,0.474799660553474
Parkinson Disease,2002,12427-38-2,Maneb,New York,0.225699259630543
Parkinson Disease,2003,12427-38-2,Maneb,New York,0.0686150535069669
Parkinson Disease,2004,12427-38-2,Maneb,New York,0.295730795732175
Parkinson Disease,2005,12427-38-2,Maneb,New York,0.0800551399007338
Parkinson Disease,2006,12427-38-2,Maneb,New York,0.458276152353685
Parkinson Disease,2007,12427-38-2,Maneb,New York,0.453885586828049
Parkinson Disease,2008,12427-38-2,Maneb,New York,0.589302383913681
Parkinson Disease,2009,12427-38-2,Maneb,New York,0.559252793229404
Parkinson Disease,2010,12427-38-2,Maneb,New York,0.483585035747352
Parkinson Disease,2011,12427-38-2,Maneb,New York,0.0445656194315523
Parkinson Disease,2012,12427-38-2,Maneb,New York,0.0947080422470443
Parkinson Disease,2013,12427-38-2,Maneb,New York,0.0192811398578679
Parkinson Disease,2014,12427-38-2,Maneb,New York,0
Parkinson Disease,1992,137-30-4,Ziram,New York,0.099735229163541
Parkinson Disease,1993,137-30-4,Ziram,New York,0.00911217417451957
Parkinson Disease,1994,137-30-4,Ziram,New York,0.132698423746657
Parkinson Disease,1995,137-30-4,Ziram,New York,0.404168639308782
Parkinson Disease,1996,137-30-4,Ziram,New York,0.471823455551201
Parkinson Disease,1997,137-30-4,Ziram,New York,0.602648090337424
Parkinson Disease,1998,137-30-4,Ziram,New York,0.60013767998613
Parkinson Disease,1999,137-30-4,Ziram,New York,0.748878962782477
Parkinson Disease,2000,137-30-4,Ziram,New York,0.257101670770399
Parkinson Disease,2001,137-30-4,Ziram,New York,0.175613071704577
Parkinson Disease,2002,137-30-4,Ziram,New York,0.490879655850965
Parkinson Disease,2003,137-30-4,Ziram,New York,0.444422209852904
Parkinson Disease,2004,137-30-4,Ziram,New York,1.14920559199741
Parkinson Disease,2005,137-30-4,Ziram,New York,0.409642522234533
Parkinson Disease,2006,137-30-4,Ziram,New York,0.505807366430997
Parkinson Disease,2007,137-30-4,Ziram,New York,1.14864324310215
Parkinson Disease,2008,137-30-4,Ziram,New York,1.17043903745392
Parkinson Disease,2009,137-30-4,Ziram,New York,0.528764994821085
Parkinson Disease,2010,137-30-4,Ziram,New York,0.70510169283994
Parkinson Disease,2011,137-30-4,Ziram,New York,0.784974334608627
Parkinson Disease,2012,137-30-4,Ziram,New York,1.00940035145745
Parkinson Disease,2013,137-30-4,Ziram,New York,0.758938641793728
Parkinson Disease,2014,137-30-4,Ziram,New York,0.441580756378363
Parkinson Disease,2015,137-30-4,Ziram,New York,0.11460882692535
Parkinson Disease,2016,137-30-4,Ziram,New York,0.261868903952294
Parkinson Disease,2017,137-30-4,Ziram,New York,0.698038378508341
Parkinson Disease,2018,137-30-4,Ziram,New York,0.0698670755756596
Parkinson Disease,1992,7440-50-8,Copper,New York,0
Parkinson Disease,1993,7440-50-8,Copper,New York,0
Parkinson Disease,1994,7440-50-8,Copper,New York,0
Parkinson Disease,1995,7440-50-8,Copper,New York,0
Parkinson Disease,1996,7440-50-8,Copper,New York,0
Parkinson Disease,1997,7440-50-8,Copper,New York,0.0139207877468208
Parkinson Disease,1998,7440-50-8,Copper,New York,0.144290238238579
Parkinson Disease,1999,7440-50-8,Copper,New York,0.0676537552067672
Parkinson Disease,2000,7440-50-8,Copper,New York,0.0930910239142581
Parkinson Disease,2001,7440-50-8,Copper,New York,0.218144685792329
Parkinson Disease,2002,7440-50-8,Copper,New York,0.0680696811821295
Parkinson Disease,2003,7440-50-8,Copper,New York,0.45717798045445
Parkinson Disease,2004,7440-50-8,Copper,New York,0.113177489831565
Parkinson Disease,2005,7440-50-8,Copper,New York,0.00469614379324914
Parkinson Disease,2006,7440-50-8,Copper,New York,0.277352597213678
Parkinson Disease,2007,7440-50-8,Copper,New York,0.211223550238022
Parkinson Disease,2008,7440-50-8,Copper,New York,0.0509498709462337
Parkinson Disease,2009,7440-50-8,Copper,New York,0.0276611994328977
Parkinson Disease,2010,7440-50-8,Copper,New York,0.428322054878037
Parkinson Disease,2011,7440-50-8,Copper,New York,0
Parkinson Disease,2012,7440-50-8,Copper,New York,0.0802259666406147
Parkinson Disease,2013,7440-50-8,Copper,New York,0.00120109235742387
Parkinson Disease,2014,7440-50-8,Copper,New York,0.0996970318800894
Parkinson Disease,2015,7440-50-8,Copper,New York,0.000316188624127484
Parkinson Disease,2016,7440-50-8,Copper,New York,0.00496564684871351
Parkinson Disease,2017,7440-50-8,Copper,New York,0.159301770635074
Parkinson Disease,2018,7440-50-8,Copper,New York,0.216824757441945
Parkinson Disease,1998,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,1999,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2000,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2001,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2002,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2003,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2004,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2005,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2006,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2007,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2008,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2009,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2010,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2011,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2012,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2013,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2014,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2015,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2016,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2017,121552-61-2,Cyprodinil,Oklahoma,0
Parkinson Disease,2018,121552-61-2,Cyprodinil,Oklahoma,0.000104962464985178
Parkinson Disease,1992,12427-38-2,Maneb,Oklahoma,0.007308011624593
Parkinson Disease,1993,12427-38-2,Maneb,Oklahoma,0.0018805774976511
Parkinson Disease,1994,12427-38-2,Maneb,Oklahoma,0
Parkinson Disease,1995,12427-38-2,Maneb,Oklahoma,0.0140401875037812
Parkinson Disease,1996,12427-38-2,Maneb,Oklahoma,0.00214808600216194
Parkinson Disease,1997,12427-38-2,Maneb,Oklahoma,0.00139658390910834
Parkinson Disease,1998,12427-38-2,Maneb,Oklahoma,0
Parkinson Disease,1999,12427-38-2,Maneb,Oklahoma,0.0101747989495007
Parkinson Disease,2000,12427-38-2,Maneb,Oklahoma,0
Parkinson Disease,2001,12427-38-2,Maneb,Oklahoma,0
Parkinson Disease,2002,12427-38-2,Maneb,Oklahoma,7.28906006841512e-06
Parkinson Disease,2003,12427-38-2,Maneb,Oklahoma,0.0155067463895463
Parkinson Disease,2004,12427-38-2,Maneb,Oklahoma,0
Parkinson Disease,2005,12427-38-2,Maneb,Oklahoma,0
Parkinson Disease,2006,12427-38-2,Maneb,Oklahoma,0
Parkinson Disease,2007,12427-38-2,Maneb,Oklahoma,0
Parkinson Disease,2008,12427-38-2,Maneb,Oklahoma,0
Parkinson Disease,2009,12427-38-2,Maneb,Oklahoma,0
Parkinson Disease,2010,12427-38-2,Maneb,Oklahoma,0
Parkinson Disease,2011,12427-38-2,Maneb,Oklahoma,0
Parkinson Disease,2012,12427-38-2,Maneb,Oklahoma,0
Parkinson Disease,2013,12427-38-2,Maneb,Oklahoma,0
Parkinson Disease,2014,12427-38-2,Maneb,Oklahoma,0
